session_id,session_start_utc,session_date_lagos,visitor_id,source,channel,medium,campaign,gclid,device,country,landing_page,page_views,duration_seconds,user_agent,is_new_visitor,converted,transaction_id,revenue_ngn,is_bot,is_spam
S000031874,2023-07-20T16:33:41Z,2023-07-20,u005043,fb,Facebook / Meta,social,showreel_push,Not applicable,Tablet,Nigeria,/booking,2,43,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,False,False,Not applicable,0.0,False,False
S000031875,2023-07-20T20:58:47Z,2023-07-20,u068702,(direct),Direct,paid,lagos_nights_launch,Not applicable,Desktop,Nigeria,/blog/5-tips-for-your-wedding-film,2,51,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000031876,2023-07-20T17:37:09Z,2023-07-20,u028163,vimeo,Referral / Other,none,black_friday,Not applicable,Tablet,Ghana,/shop,4,153,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000031877,2023-07-20T19:02:17Z,2023-07-20,u059050,facebook,Facebook / Meta,organic,harmattan_drop,Not applicable,Desktop,Nigeria,/,1,0,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000031878,2023-07-20T19:37:35Z,2023-07-20,u031975,newsletter,Email,organic,showreel_push,Not applicable,Mobile,Kenya,/shop,1,61,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,False,False,Not applicable,0.0,False,False
S000031879,2023-07-20T20:01:42Z,2023-07-20,u014710,ig,Instagram,social,harmattan_drop,Not applicable,Mobile,Nigeria,/shop,3,158,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000031880,2023-07-20T13:35:22Z,2023-07-20,u040142,behance,Referral / Other,social,retarget_q4,Not applicable,Tablet,Nigeria,/blog/5-tips-for-your-wedding-film,1,55,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000031881,2023-07-20T08:53:50Z,2023-07-20,u011684,direct,Direct,email,retarget_q4,Not applicable,Desktop,Nigeria,/shop,2,117,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,True,Not applicable,19500.0,False,False
S000031882,2023-07-20T17:21:47Z,2023-07-20,u050106,newsletter,Email,social,retarget_q4,Not applicable,Tablet,United Kingdom,/shop/harmattan-drop,1,0,SemrushBot/7~bl,True,False,Not applicable,0.0,True,False
S000031883,2023-07-20T06:30:03Z,2023-07-20,u008456,instagram,Instagram,paid,wedding_season_23,Not applicable,Desktop,Nigeria,/portfolio,6,453,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000031884,2023-07-20T07:04:50Z,2023-07-20,u068540,referral,Referral / Other,organic,harmattan_drop,Not applicable,Mobile,Nigeria,/contact,6,424,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,False,False,Not applicable,0.0,False,False
S000031885,2023-07-20T16:59:55Z,2023-07-20,u088847,ig,Instagram,social,harmattan_drop,Not applicable,Mobile,Nigeria,/booking,1,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000031886,2023-07-20T11:31:10Z,2023-07-20,u077073,tik tok,TikTok,referral,black_friday,Not applicable,Desktop,Nigeria,/blog/5-tips-for-your-wedding-film,2,168,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000031887,2023-07-20T13:38:20Z,2023-07-20,u014875,google.com,Google,organic,blackfriday24,Not applicable,Mobile,Nigeria,/contact,1,43,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000031888,2023-07-20T18:54:40Z,2023-07-20,u077114,tiktok,TikTok,social,brand_always_on,Not applicable,Mobile,South Africa,/commercial,1,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,True,Not applicable,157900.0,False,False
S000031889,2023-07-20T21:39:24Z,2023-07-20,u045746,google.com,Google,paid,brand_always_on,Not applicable,Mobile,Nigeria,/rates,1,0,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,False,False,Not applicable,0.0,False,False
S000031890,2023-07-20T18:00:48Z,2023-07-20,u059968,google,Google,social,wedding_season_23,Not applicable,Mobile,Nigeria,/shop/harmattan-drop,1,0,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000031891,2023-07-20T14:00:24Z,2023-07-20,u043249,direct,Direct,referral,harmattan_drop,Not applicable,Mobile,Nigeria,/portfolio,1,88,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,False,False,Not applicable,0.0,False,False
S000031892,2023-07-20T05:08:52Z,2023-07-20,u061926,facebook,Facebook / Meta,none,harmattan_drop,Not applicable,Mobile,Nigeria,/portfolio,2,46,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,False,False,Not applicable,0.0,False,False
S000031893,2023-07-20T21:29:43Z,2023-07-20,u061267,twitter,Referral / Other,social,retarget_q4,Not applicable,Tablet,Unknown,/blog/5-tips-for-your-wedding-film,2,97,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000031894,2023-07-20T16:15:01Z,2023-07-20,u044905,fb,Facebook / Meta,paid,wedding_season_24,Not applicable,Mobile,Nigeria,/portfolio,3,122,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,False,False,Not applicable,0.0,False,False
S000031895,2023-07-20T16:41:21Z,2023-07-20,u045686,yt,YouTube,organic,harmattan_drop,Not applicable,Desktop,Nigeria,/contact,4,235,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000031896,2023-07-20T15:04:57Z,2023-07-20,u058567,google,Google,paid,wedding_season_24,Not applicable,Tablet,Nigeria,/shop/harmattan-drop,1,86,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,False,False,Not applicable,0.0,False,False
S000031897,2023-07-20T17:38:50Z,2023-07-20,u000471,vimeo,Referral / Other,none,Not applicable,Not applicable,Mobile,United Kingdom,/blog/5-tips-for-your-wedding-film,60,0,Mozilla/5.0 (compatible; AhrefsBot/7.0),True,False,Not applicable,0.0,True,False
S000031898,2023-07-20T16:30:44Z,2023-07-20,u085197,newsletter,Email,paid,harmattan_drop,Not applicable,Desktop,Nigeria,/shop,2,139,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000031899,2023-07-20T19:19:20Z,2023-07-20,u037499,tiktok,TikTok,social,Not applicable,Not applicable,Tablet,Nigeria,/shop,1,0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000031900,2023-07-20T14:06:43Z,2023-07-20,u086887,youtube,YouTube,none,harmattan_drop,Not applicable,Desktop,Nigeria,/,1,0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000031901,2023-07-20T07:36:33Z,2023-07-20,u073426,email,Email,none,brand_always_on,Not applicable,Tablet,Nigeria,/weddings,1,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000031902,2023-07-20T16:21:39Z,2023-07-20,u077679,email,Email,none,showreel_push,Not applicable,Tablet,Canada,/weddings,1,74,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000031903,2023-07-20T07:07:07Z,2023-07-20,u055917,facebook,Facebook / Meta,paid,blackfriday24,Not applicable,Mobile,Nigeria,/weddings,2,48,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000031904,2023-07-20T19:19:43Z,2023-07-20,u021025,vimeo,Referral / Other,none,harmattan_drop,Not applicable,Desktop,United States,/about,2,42,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000031905,2023-07-20T20:21:24Z,2023-07-20,u005918,instagram,Instagram,none,Not applicable,Not applicable,Mobile,Nigeria,/shop,4,210,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,False,False,Not applicable,0.0,False,False
S000031906,2023-07-20T09:02:30Z,2023-07-20,u004859,behance,Referral / Other,paid,black_friday,Not applicable,Mobile,Nigeria,/shop,1,23,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000031907,2023-07-20T03:40:22Z,2023-07-20,u054951,linkedin,Referral / Other,none,retarget_q4,Not applicable,Tablet,Nigeria,/weddings,1,0,python-requests/2.31.0,False,False,Not applicable,0.0,True,False
S000031908,2023-07-20T18:54:03Z,2023-07-20,u026465,twitter,Referral / Other,social,Not applicable,Not applicable,Desktop,United States,/blog/5-tips-for-your-wedding-film,3,81,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,True,ORD501216,17500.0,False,False
S000031909,2023-07-20T19:05:49Z,2023-07-20,u086129,fb,Facebook / Meta,organic,black_friday,Not applicable,Tablet,United States,/contact,6,152,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000031910,2023-07-20T00:55:30Z,2023-07-20,u002038,yt,YouTube,social,blackfriday24,Not applicable,Desktop,Nigeria,/shop,2,99,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,False,False,Not applicable,0.0,False,False
S000031911,2023-07-20T06:33:52Z,2023-07-20,u008279,ig,Instagram,paid,black_friday,Not applicable,Tablet,United States,/weddings,1,57,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,False,False,Not applicable,0.0,False,False
S000031912,2023-07-20T18:05:58Z,2023-07-20,u033998,google.com,Google,none,wedding_season_23,Not applicable,Mobile,United States,/booking,2,115,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,False,False,Not applicable,0.0,False,False
S000031913,2023-07-20T17:16:50Z,2023-07-20,u087902,youtube,YouTube,paid,harmattan_drop,Not applicable,Mobile,Canada,/portfolio,3,176,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,False,True,ORD516055,50000.0,False,False
S000031914,2023-07-20T20:16:54Z,2023-07-20,u034796,facebook,Facebook / Meta,none,wedding_season_24,Not applicable,Mobile,Nigeria,/booking,2,85,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000031915,2023-07-20T20:03:03Z,2023-07-20,u050711,ig,Instagram,email,harmattan_drop,Not applicable,Mobile,Nigeria,/booking,3,56,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000031916,2023-07-20T02:35:01Z,2023-07-20,u044874,meta,Facebook / Meta,none,wedding_season_24,Not applicable,Mobile,Nigeria,/shop,6,531,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000031917,2023-07-20T04:40:39Z,2023-07-20,u020731,google,Google,social,wedding_season_24,Not applicable,Tablet,Nigeria,/portfolio,9,562,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,False,False,Not applicable,0.0,False,False
S000031918,2023-07-20T17:44:06Z,2023-07-20,u037374,tiktok,TikTok,social,harmattan_drop,Not applicable,Desktop,Ghana,/shop,1,34,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,False,False,Not applicable,0.0,False,False
S000031919,2023-07-20T06:40:36Z,2023-07-20,u031494,meta,Facebook / Meta,social,Not applicable,Not applicable,Desktop,Nigeria,/shop,40,0,python-requests/2.31.0,True,False,Not applicable,0.0,True,False
S000031920,2023-07-20T08:56:19Z,2023-07-20,u000291,newsletter,Email,paid,harmattan_drop,Not applicable,Mobile,Nigeria,/shop/harmattan-drop,1,32,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000031921,2023-07-20T13:31:14Z,2023-07-20,u011160,vimeo,Referral / Other,social,harmattan_drop,Not applicable,Desktop,Nigeria,/shop,1,34,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000031922,2023-07-20T21:55:06Z,2023-07-20,u060170,email,Email,none,lagos_nights_launch,Not applicable,Tablet,Ghana,/shop/harmattan-drop,1,0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000031923,2023-07-20T09:07:57Z,2023-07-20,u022958,fb,Facebook / Meta,social,brand_always_on,Not applicable,Mobile,Nigeria,/weddings,2,87,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000031924,2023-07-20T11:02:24Z,2023-07-20,u015437,newsletter,Email,email,retarget_q4,Not applicable,Tablet,Kenya,/portfolio,1,0,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000031925,2023-07-20T18:10:18Z,2023-07-20,u072765,email,Email,social,showreel_push,Not applicable,Tablet,Kenya,/weddings,1,0,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,False,False,Not applicable,0.0,False,False
S000031926,2023-07-20T09:05:09Z,2023-07-20,u038615,twitter,Referral / Other,none,wedding_season_23,Not applicable,Mobile,Nigeria,/about,1,38,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000031927,2023-07-20T16:30:03Z,2023-07-20,u010572,tiktok,TikTok,email,harmattan_drop,Not applicable,Desktop,Nigeria,/booking,3,277,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000031928,2023-07-20T18:51:53Z,2023-07-20,u065074,linkedin,Referral / Other,paid,black_friday,Not applicable,Mobile,United Kingdom,/weddings,1,0,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,False,False,Not applicable,0.0,False,False
S000031929,2023-07-20T13:51:56Z,2023-07-20,u054238,facebook,Facebook / Meta,paid,harmattan_drop,Not applicable,Mobile,Nigeria,/shop,2,182,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000031930,2023-07-20T07:40:23Z,2023-07-20,u075073,(direct),Direct,social,blackfriday24,Not applicable,Mobile,Nigeria,/shop,6,133,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000031931,2023-07-20T14:13:46Z,2023-07-20,u067323,email,Email,email,brand_always_on,Not applicable,Mobile,South Africa,/shop,1,0,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,False,False,Not applicable,0.0,False,False
S000031932,2023-07-20T18:00:52Z,2023-07-20,u024068,linkedin,Referral / Other,referral,blackfriday24,Not applicable,Desktop,Nigeria,/rates,3,228,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,False,False,Not applicable,0.0,False,False
S000031933,2023-07-20T12:52:16Z,2023-07-20,u070300,newsletter,Email,social,retarget_q4,Not applicable,Mobile,United Kingdom,/blog/5-tips-for-your-wedding-film,4,75,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,False,False,Not applicable,0.0,False,False
S000031934,2023-07-20T09:22:23Z,2023-07-20,u000812,yt,YouTube,referral,wedding_season_24,Not applicable,Mobile,Nigeria,/booking,2,170,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000031935,2023-07-20T19:19:12Z,2023-07-20,u038048,twitter,Referral / Other,none,brand_always_on,Not applicable,Mobile,Nigeria,/portfolio,40,0,Mozilla/5.0 (compatible; bingbot/2.0),True,False,Not applicable,0.0,True,False
S000031936,2023-07-20T11:09:14Z,2023-07-20,u042946,youtube,YouTube,social,harmattan_drop,Not applicable,Mobile,Ghana,/weddings,1,0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,False,False,Not applicable,0.0,False,False
S000031937,2023-07-20T05:04:20Z,2023-07-20,u080935,x.com,Referral / Other,none,harmattan_drop,Not applicable,Mobile,Nigeria,/blog/5-tips-for-your-wedding-film,1,0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000031938,2023-07-20T20:18:22Z,2023-07-20,u085317,fb,Facebook / Meta,none,black_friday,Not applicable,Tablet,Nigeria,/portfolio,3,146,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,False,False,Not applicable,0.0,False,False
S000031939,2023-07-20T18:19:17Z,2023-07-20,u033152,fb,Facebook / Meta,referral,harmattan_drop,Not applicable,Mobile,Nigeria,/shop,2,164,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,False,False,Not applicable,0.0,False,False
S000031940,2023-07-20T15:53:30Z,2023-07-20,u051642,referral,Referral / Other,none,harmattan_drop,Not applicable,Tablet,Nigeria,/portfolio,1,67,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000031941,2023-07-19T23:15:10Z,2023-07-20,u004621,instagram,Instagram,none,wedding_season_24,Not applicable,Mobile,United Kingdom,/shop,4,179,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000031942,2023-07-20T19:28:45Z,2023-07-20,u089538,twitter,Referral / Other,none,wedding_season_24,Not applicable,Mobile,Nigeria,/rates,1,46,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000031943,2023-07-20T20:39:18Z,2023-07-20,u073162,email,Email,paid,brand_always_on,Not applicable,Tablet,United Kingdom,/weddings,1,90,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000031944,2023-07-20T10:18:30Z,2023-07-20,u057002,referral,Referral / Other,paid,retarget_q4,Not applicable,Mobile,United States,/contact,1,81,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000031945,2023-07-20T18:00:28Z,2023-07-20,u084669,facebook,Facebook / Meta,paid,retarget_q4,Not applicable,Mobile,United States,/shop,1,78,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000031946,2023-07-20T08:24:10Z,2023-07-20,u007670,x.com,Referral / Other,paid,Not applicable,Not applicable,Desktop,Nigeria,/rates,6,523,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000031947,2023-07-20T18:04:44Z,2023-07-20,u012975,email,Email,none,wedding_season_23,Not applicable,Mobile,United States,/weddings,6,219,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000031948,2023-07-20T18:55:51Z,2023-07-20,u061792,instagram,Instagram,paid,harmattan_drop,Not applicable,Mobile,Nigeria,/shop/harmattan-drop,3,45,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,False,False,Not applicable,0.0,False,False
S000031949,2023-07-20T10:02:35Z,2023-07-20,u038628,tiktok,TikTok,referral,retarget_q4,Not applicable,Tablet,Nigeria,/shop,1,40,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,False,False,Not applicable,0.0,False,False
S000031950,2023-07-20T20:16:28Z,2023-07-20,u071952,behance,Referral / Other,none,lagos_nights_launch,Not applicable,Desktop,Nigeria,/shop,6,170,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,False,False,Not applicable,0.0,False,False
S000031951,2023-07-20T20:23:42Z,2023-07-20,u009930,google,Google,paid,blackfriday24,Not applicable,Mobile,Nigeria,/,4,356,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000031952,2023-07-20T15:21:25Z,2023-07-20,u060563,tiktok,TikTok,referral,wedding_season_24,Not applicable,Tablet,South Africa,/shop/harmattan-drop,9,541,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,False,False,Not applicable,0.0,False,False
S000031953,2023-07-20T14:28:41Z,2023-07-20,u066612,tiktok,TikTok,referral,wedding_season_24,Not applicable,Mobile,Unknown,/shop,2,159,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000031954,2023-07-19T23:51:41Z,2023-07-20,u017961,linkedin,Referral / Other,social,harmattan_drop,Not applicable,Desktop,United Kingdom,/shop/harmattan-drop,40,0,curl/8.1.2,True,False,Not applicable,0.0,True,False
S000031955,2023-07-20T08:44:23Z,2023-07-20,u050815,ig,Instagram,paid,black_friday,Not applicable,Desktop,Nigeria,/about,1,69,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,False,False,Not applicable,0.0,False,False
S000031956,2023-07-20T09:00:23Z,2023-07-20,u054763,ig,Instagram,paid,wedding_season_23,Not applicable,Desktop,Nigeria,/about,1,79,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,False,False,Not applicable,0.0,False,False
S000031957,2023-07-20T20:24:11Z,2023-07-20,u084430,ig,Instagram,social,Not applicable,Not applicable,Tablet,South Africa,/weddings,3,117,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000031958,2023-07-20T17:03:45Z,2023-07-20,u067599,vimeo,Referral / Other,social,retarget_q4,Not applicable,Desktop,United Kingdom,/shop,1,0,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000031959,2023-07-20T16:35:22Z,2023-07-20,u017569,meta,Facebook / Meta,organic,Not applicable,Not applicable,Tablet,United States,/shop,1,66,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000031960,2023-07-20T18:35:03Z,2023-07-20,u084321,behance,Referral / Other,email,Not applicable,Not applicable,Tablet,Nigeria,/weddings,9,628,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,False,False,Not applicable,0.0,False,False
S000031961,2023-07-20T08:11:45Z,2023-07-20,u072673,referral,Referral / Other,none,harmattan_drop,Not applicable,Mobile,Kenya,/contact,2,184,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,False,False,Not applicable,0.0,False,False
S000031962,2023-07-20T13:59:31Z,2023-07-20,u075798,google,Google,paid,lagos_nights_launch,Not applicable,Mobile,Nigeria,/booking,1,0,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000031963,2023-07-20T13:05:30Z,2023-07-20,u071437,google,Google,paid,wedding_season_24,Not applicable,Mobile,Kenya,/shop/harmattan-drop,3,275,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000031964,2023-07-20T16:47:39Z,2023-07-20,u026944,meta,Facebook / Meta,organic,retarget_q4,Not applicable,Mobile,Nigeria,/rates,1,0,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,False,False,Not applicable,0.0,False,False
S000031965,2023-07-20T11:23:36Z,2023-07-20,u042887,x.com,Referral / Other,none,retarget_q4,Not applicable,Mobile,Nigeria,/rates,9,471,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000031966,2023-07-20T17:24:19Z,2023-07-20,u078440,direct,Direct,none,harmattan_drop,Not applicable,Tablet,Nigeria,/booking,1,32,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000031967,2023-07-20T13:21:22Z,2023-07-20,u004808,ig,Instagram,none,blackfriday24,Not applicable,Mobile,Canada,/booking,9,383,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000031968,2023-07-20T06:32:14Z,2023-07-20,u069933,meta,Facebook / Meta,referral,harmattan_drop,Not applicable,Desktop,Nigeria,/contact,4,318,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000031969,2023-07-20T08:14:44Z,2023-07-20,u070811,(direct),Direct,paid,harmattan_drop,Not applicable,Tablet,Nigeria,/shop,1,0,python-requests/2.31.0,True,False,Not applicable,0.0,True,False
S000031970,2023-07-20T17:21:45Z,2023-07-20,u024412,referral,Referral / Other,paid,lagos_nights_launch,Not applicable,Tablet,United Kingdom,/rates,3,279,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,True,ORD515829,24900.0,False,False
S000031971,2023-07-20T18:53:00Z,2023-07-20,u059972,google,Google,social,retarget_q4,Not applicable,Mobile,Nigeria,/commercial,3,235,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000031972,2023-07-20T20:33:18Z,2023-07-20,u066840,linkedin,Referral / Other,paid,retarget_q4,Not applicable,Desktop,United Kingdom,/,1,0,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),True,False,Not applicable,0.0,True,False
