refund_id,refund_key,order_id,refund_date,refund_date_if_day_first,refund_date_if_month_first,refund_amount_ngn,reason,processed_by,dq_flags
RF-56713,RF-56713,ORD508409,2023-11-26,Not applicable,Not applicable,9800.0,Changed mind,Support,No issues
RF-56718,RF-56718,ORD500989,2023-02-24,Not applicable,Not applicable,2100.0,Late delivery,Support,amount_written_as_negative
RF-56723,RF-56723,ORD513620,2024-05-25,Not applicable,Not applicable,2500.0,Damaged,Support,amount_written_as_negative
RF-56736,RF-56736,ORD514507,2024-05-30,Not applicable,Not applicable,42000.0,Not as pictured,Unknown,No issues
RF-56741,RF-56741,ORD508466,2023-12-12,Not applicable,Not applicable,17000.0,Damaged,Support,amount_written_as_negative
RF-56748,RF-56748,ORD522163,2025-01-22,Not applicable,Not applicable,16200.0,Not as pictured,Ops,No issues
RF-56764,RF-56764,ORD528675,2025-07-21,Not applicable,Not applicable,10800.0,Damaged,Unknown,amount_written_as_negative
RF-56770,RF-56770,ORD521523,2024-12-23,Not applicable,Not applicable,6100.0,Late delivery,Unknown,No issues
RF-56803,RF-56803,ORD502365,2023-04-13,Not applicable,Not applicable,49300.0,Damaged,Support,No issues
RF-56806,RF-56806,ORD511321,2024-02-07,Not applicable,Not applicable,40600.0,Damaged,Support,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-56821,RF-56821,ORD514096,2024-05-19,Not applicable,Not applicable,2800.0,Damaged,Support,No issues
RF-56824,RF-56824,ORD500265,2023-02-10,Not applicable,Not applicable,14000.0,Wrong size,Auto,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-56847,RF-56847,ORD501047,2023-02-20,Not applicable,Not applicable,45800.0,Damaged,Ops,No issues
RF-56856,RF-56856,ORD523794,2025-02-20,Not applicable,Not applicable,77600.0,Damaged,Unknown,amount_written_as_negative
RF-56868,RF-56868,ORD521533,2025-01-01,Not applicable,Not applicable,36400.0,Damaged,Support,No issues
RF-56873,RF-56873,ORD502189,2023-04-17,Not applicable,Not applicable,5100.0,Unknown,Ops,No issues
RF-56874,RF-56874,ORD511982,2024-04-08,Not applicable,Not applicable,4400.0,Changed mind,Support,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-56878,RF-56878,ORD511048,2024-02-26,Not applicable,Not applicable,1300.0,Changed mind,Ops,amount_written_as_negative
RF-56912,RF-56912,ORD506141,2023-09-19,Not applicable,Not applicable,12700.0,Duplicate order,Support,No issues
RF-56920,RF-56920,ORD527218,2025-06-03,Not applicable,Not applicable,296700.0,Damaged,Support,amount_written_as_negative
RF-56931,RF-56931,ORD523363,2025-02-19,Not applicable,Not applicable,65300.0,Unknown,Unknown,No issues
RF-56935,RF-56935,ORD501622,2023-04-16,Not applicable,Not applicable,17300.0,Duplicate order,Ops,amount_written_as_negative
RF-56952,RF-56952,ORD520972,2024-12-11,Not applicable,Not applicable,2900.0,Duplicate order,Support,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-56959,RF-56959,ORD528207,2025-06-23,Not applicable,Not applicable,76400.0,Damaged,Ops,No issues
RF-56977,RF-56977,ORD516695,2024-08-12,Not applicable,Not applicable,48200.0,Damaged,Support,amount_written_as_negative
RF-56983,RF-56983,ORD512546,2024-04-06,Not applicable,Not applicable,12600.0,Damaged,Unknown,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-56990,RF-56990,ORD520446,2024-11-25,Not applicable,Not applicable,3400.0,Wrong size,Support,amount_written_as_negative
RF-56992,RF-56992,ORD508587,2023-11-28,Not applicable,Not applicable,8800.0,Damaged,Unknown,No issues
RF-56993,RF-56993,ORD522335,2025-01-26,Not applicable,Not applicable,13900.0,Wrong size,Support,amount_written_as_negative
RF-56996,RF-56996,ORD509718,2023-12-29,Not applicable,Not applicable,2450.0,Unknown,Ops,amount_written_as_negative
RF-57006,RF-57006,ORD506156,2023-10-14,Not applicable,Not applicable,30200.0,Not as pictured,Ops,No issues
RF-57012,RF-57012,ORD508741,2024-01-06,Not applicable,Not applicable,10300.0,Changed mind,Ops,amount_written_as_negative
RF-57013,RF-57013,ORD518087,2024-10-12,Not applicable,Not applicable,4900.0,Changed mind,Auto,amount_written_as_negative
RF-57022,RF-57022,ORD508990,2023-12-31,Not applicable,Not applicable,66800.0,Late delivery,Support,No issues
RF-57029,RF-57029,ORD522581,2025-01-07,Not applicable,Not applicable,18400.0,Damaged,Unknown,No issues
RF-57071,RF-57071,ORD521696,2025-01-02,Not applicable,Not applicable,76000.0,Not as pictured,Support,amount_written_as_negative
RF-57084,RF-57084,ORD516210,2024-07-18,Not applicable,Not applicable,20800.0,Unknown,Ops,amount_written_as_negative
RF-57088,RF-57088,ORD501321,2023-04-11,Not applicable,Not applicable,7600.0,Not as pictured,Ops,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-57097,RF-57097,ORD500933,2023-02-10,Not applicable,Not applicable,2650.0,Wrong size,Support,No issues
RF-57106,RF-57106,ORD505388,2023-09-21,Not applicable,Not applicable,2200.0,Damaged,Auto,No issues
RF-57111,RF-57111,ORD521708,2025-01-05,Not applicable,Not applicable,2600.0,Damaged,Unknown,refund_date_format_resolved_by_refund_window
RF-57114,RF-57114,ORD510401,2024-01-16,Not applicable,Not applicable,274500.0,Changed mind,Unknown,No issues
RF-57134,RF-57134,ORD524450,2025-04-01,Not applicable,Not applicable,10200.0,Duplicate order,Unknown,amount_written_as_negative
RF-57140,RF-57140,ORD518607,2024-10-12,Not applicable,Not applicable,35300.0,Duplicate order,Ops,amount_written_as_negative
RF-57144,RF-57144-1,ORD521751,2025-01-29,Not applicable,Not applicable,26700.0,Damaged,Unknown,refund_id_shared_with_other_refunds
RF-57144,RF-57144-2,ORD515553,2024-06-30,Not applicable,Not applicable,9500.0,Not as pictured,Support,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-57144,RF-57144-3,ORD508730,2023-12-18,Not applicable,Not applicable,15800.0,Changed mind,Support,refund_id_shared_with_other_refunds
RF-57173,RF-57173,ORD526230,2025-05-26,Not applicable,Not applicable,9000.0,Wrong size,Ops,No issues
RF-57175,RF-57175,ORD517369,2024-09-28,Not applicable,Not applicable,71800.0,Wrong size,Support,amount_written_as_negative
RF-57176,RF-57176,ORD507291,2023-11-21,Not applicable,Not applicable,101000.0,Unknown,Unknown,amount_written_as_negative
RF-57180,RF-57180,ORD516691,2024-08-14,Not applicable,Not applicable,9800.0,Late delivery,Ops,amount_written_as_negative
RF-57205,RF-57205-1,ORD528339,2025-07-23,Not applicable,Not applicable,26600.0,Unknown,Support,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-57205,RF-57205-2,ORD528461,2025-07-04,Not applicable,Not applicable,3350.0,Damaged,Support,"refund_id_shared_with_other_refunds,refund_date_format_resolved_by_refund_window"
RF-57218,RF-57218,ORD509506,2023-12-18,Not applicable,Not applicable,24950.0,Damaged,Support,amount_written_as_negative
RF-57224,RF-57224,ORD520119,2024-11-23,Not applicable,Not applicable,6800.0,Changed mind,Unknown,No issues
RF-57229,RF-57229,ORD504205,2023-07-31,Not applicable,Not applicable,11300.0,Wrong size,Ops,amount_written_as_negative
RF-57230,RF-57230-1,ORD515894,2024-07-29,Not applicable,Not applicable,30700.0,Wrong size,Unknown,refund_id_shared_with_other_refunds
RF-57230,RF-57230-2,ORD510161,2024-01-26,Not applicable,Not applicable,16800.0,Unknown,Unknown,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-57230,RF-57230-3,ORD511968,2024-03-12,Not applicable,Not applicable,64800.0,Damaged,Auto,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-57243,RF-57243,ORD507558,2023-12-14,Not applicable,Not applicable,4400.0,Wrong size,Auto,amount_written_as_negative
RF-57249,RF-57249,ORD516890,2024-08-25,Not applicable,Not applicable,143600.0,Wrong size,Ops,No issues
RF-57256,RF-57256,ORD507825,2023-12-19,Not applicable,Not applicable,4700.0,Wrong size,Unknown,amount_written_as_negative
RF-57285,RF-57285,ORD506432,2023-09-26,Not applicable,Not applicable,11600.0,Wrong size,Unknown,amount_written_as_negative
RF-57304,RF-57304,ORD526829,2025-05-03,Not applicable,Not applicable,19600.0,Wrong size,Auto,amount_written_as_negative
RF-57322,RF-57322,ORD508733,2023-12-16,Not applicable,Not applicable,19000.0,Changed mind,Support,No issues
RF-57359,RF-57359,ORD511373,2024-02-19,Not applicable,Not applicable,26450.0,Unknown,Auto,amount_written_as_negative
RF-57378,RF-57378,ORD501159,2023-03-20,Not applicable,Not applicable,50300.0,Not as pictured,Support,No issues
RF-57395,RF-57395,ORD515328,2024-07-05,Not applicable,Not applicable,17100.0,Wrong size,Auto,No issues
RF-57405,RF-57405,ORD527161,2025-06-08,Not applicable,Not applicable,2650.0,Changed mind,Auto,amount_written_as_negative
RF-57408,RF-57408,ORD512139,2024-03-14,Not applicable,Not applicable,2600.0,Damaged,Ops,amount_written_as_negative
RF-57423,RF-57423,ORD521564,2025-01-06,Not applicable,Not applicable,14900.0,Late delivery,Ops,amount_written_as_negative
RF-57437,RF-57437,ORD526367,2025-05-03,Not applicable,Not applicable,64300.0,Not as pictured,Unknown,amount_written_as_negative
RF-57456,RF-57456,ORD523897,2025-02-25,Not applicable,Not applicable,5200.0,Damaged,Unknown,amount_written_as_negative
RF-57502,RF-57502,ORD507876,2023-12-10,Not applicable,Not applicable,15000.0,Not as pictured,Support,No issues
RF-57506,RF-57506,ORD521286,2025-01-20,Not applicable,Not applicable,4400.0,Duplicate order,Support,amount_written_as_negative
RF-57516,RF-57516,ORD504903,2023-08-30,Not applicable,Not applicable,4000.0,Unknown,Support,No issues
RF-57517,RF-57517,ORD525607,2025-04-11,Not applicable,Not applicable,6500.0,Duplicate order,Ops,amount_written_as_negative
RF-57522,RF-57522,ORD523233,2025-02-06,Not applicable,Not applicable,30600.0,Late delivery,Support,amount_written_as_negative
RF-57541,RF-57541,ORD515989,2024-07-11,Not applicable,Not applicable,4800.0,Late delivery,Support,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-57543,RF-57543,ORD517012,2024-08-23,Not applicable,Not applicable,2500.0,Wrong size,Auto,No issues
RF-57552,RF-57552,ORD502276,2023-05-16,Not applicable,Not applicable,14000.0,Damaged,Unknown,No issues
RF-57590,RF-57590,ORD506050,2023-10-09,Not applicable,Not applicable,8200.0,Wrong size,Ops,No issues
RF-57593,RF-57593,ORD514242,2024-06-12,Not applicable,Not applicable,67000.0,Wrong size,Ops,refund_date_format_resolved_by_refund_window
RF-57597,RF-57597,ORD514016,2024-05-09,Not applicable,Not applicable,5600.0,Duplicate order,Support,No issues
RF-57599,RF-57599,ORD518616,2024-10-30,Not applicable,Not applicable,35300.0,Late delivery,Support,No issues
RF-57600,RF-57600,ORD506839,2023-11-06,Not applicable,Not applicable,50500.0,Wrong size,Support,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-57601,RF-57601,ORD501630,2023-03-25,Not applicable,Not applicable,4400.0,Not as pictured,Unknown,No issues
RF-57604,RF-57604,ORD514148,2024-05-29,Not applicable,Not applicable,49000.0,Unknown,Support,No issues
RF-57609,RF-57609,ORD522781,2025-01-27,Not applicable,Not applicable,13200.0,Not as pictured,Unknown,No issues
RF-57613,RF-57613,ORD505716,2023-09-13,Not applicable,Not applicable,56700.0,Changed mind,Support,amount_written_as_negative
RF-57618,RF-57618,ORD513610,2024-04-26,Not applicable,Not applicable,4500.0,Unknown,Auto,amount_written_as_negative
RF-57630,RF-57630,ORD520205,2024-12-19,Not applicable,Not applicable,9500.0,Wrong size,Support,No issues
RF-57672,RF-57672,ORD514490,2024-06-15,Not applicable,Not applicable,16100.0,Changed mind,Auto,amount_written_as_negative
RF-57680,RF-57680,ORD514566,2024-05-27,Not applicable,Not applicable,11000.0,Changed mind,Ops,amount_written_as_negative
RF-57681,RF-57681,ORD524929,2025-04-12,Not applicable,Not applicable,60700.0,Wrong size,Ops,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-57683,RF-57683,ORD520291,2025-01-03,Not applicable,Not applicable,33450.0,Duplicate order,Ops,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-57686,RF-57686,ORD521414,2024-12-24,Not applicable,Not applicable,17300.0,Damaged,Support,amount_written_as_negative
RF-57691,RF-57691,ORD511370,2024-02-17,Not applicable,Not applicable,23700.0,Not as pictured,Ops,amount_written_as_negative
RF-57693,RF-57693,ORD505817,2023-09-12,Not applicable,Not applicable,63700.0,Changed mind,Auto,No issues
RF-57716,RF-57716-1,ORD520955,2025-01-07,Not applicable,Not applicable,15250.0,Not as pictured,Ops,"refund_id_shared_with_other_refunds,refund_date_format_resolved_by_refund_window"
RF-57716,RF-57716-2,ORD528017,2025-07-14,Not applicable,Not applicable,10100.0,Unknown,Auto,refund_id_shared_with_other_refunds
RF-57717,RF-57717,ORD524382,2025-03-22,Not applicable,Not applicable,14100.0,Damaged,Support,No issues
RF-57721,RF-57721,ORD501986,2023-03-25,Not applicable,Not applicable,0.0,Changed mind,Support,No issues
RF-57722,RF-57722,ORD508639,2023-12-21,Not applicable,Not applicable,32700.0,Unknown,Unknown,amount_written_as_negative
RF-57742,RF-57742,ORD520974,2024-12-16,Not applicable,Not applicable,17300.0,Changed mind,Ops,No issues
RF-57746,RF-57746,ORD512051,2024-03-06,Not applicable,Not applicable,6200.0,Duplicate order,Support,amount_written_as_negative
RF-57754,RF-57754,ORD528996,2025-07-06,Not applicable,Not applicable,272400.0,Unknown,Support,refund_date_format_resolved_by_refund_window
RF-57763,RF-57763,ORD521786,2025-01-03,Not applicable,Not applicable,2500.0,Damaged,Ops,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-57775,RF-57775,ORD516223,2024-07-25,Not applicable,Not applicable,16900.0,Late delivery,Ops,amount_written_as_negative
RF-57781,RF-57781,ORD507272,2023-11-10,Not applicable,Not applicable,70500.0,Wrong size,Ops,No issues
RF-57789,RF-57789,ORD512167,2024-03-09,Not applicable,Not applicable,7200.0,Wrong size,Support,No issues
RF-57806,RF-57806,ORD511983,2024-04-12,Not applicable,Not applicable,115500.0,Changed mind,Support,refund_date_format_resolved_by_refund_window
RF-57812,RF-57812,ORD528389,2025-07-17,Not applicable,Not applicable,71700.0,Damaged,Support,amount_written_as_negative
RF-57819,RF-57819,ORD500303,2023-02-23,Not applicable,Not applicable,10600.0,Wrong size,Unknown,No issues
RF-57840,RF-57840,ORD513884,Unknown,2024-05-06,2024-06-05,62100.0,Duplicate order,Ops,refund_date_ambiguous
RF-57843,RF-57843,ORD525833,2025-04-05,Not applicable,Not applicable,4500.0,Damaged,Support,amount_written_as_negative
RF-57872,RF-57872,ORD515756,2024-08-13,Not applicable,Not applicable,5650.0,Damaged,Support,amount_written_as_negative
RF-57873,RF-57873,ORD511695,2024-02-24,Not applicable,Not applicable,12500.0,Wrong size,Unknown,amount_written_as_negative
RF-57884,RF-57884,ORD504503,2023-08-14,Not applicable,Not applicable,11500.0,Damaged,Auto,amount_written_as_negative
RF-57899,RF-57899,ORD507272,2023-11-03,Not applicable,Not applicable,3700.0,Wrong size,Support,No issues
RF-57901,RF-57901,ORD503712,2023-07-14,Not applicable,Not applicable,21600.0,Unknown,Unknown,amount_written_as_negative
RF-57919,RF-57919,ORD507759,2023-12-18,Not applicable,Not applicable,11900.0,Changed mind,Auto,No issues
RF-57925,RF-57925,ORD523204,2025-02-11,Not applicable,Not applicable,3200.0,Wrong size,Ops,refund_date_format_resolved_by_refund_window
RF-57936,RF-57936,ORD527565,2025-05-31,Not applicable,Not applicable,15700.0,Changed mind,Unknown,amount_written_as_negative
RF-57951,RF-57951,ORD505365,2023-08-17,Not applicable,Not applicable,25400.0,Unknown,Ops,No issues
RF-57957,RF-57957,ORD500711,2023-02-26,Not applicable,Not applicable,49700.0,Duplicate order,Ops,amount_written_as_negative
RF-57975,RF-57975,ORD526985,2025-06-08,Not applicable,Not applicable,15700.0,Damaged,Ops,refund_date_format_resolved_by_refund_window
RF-57990,RF-57990,ORD513380,2024-05-25,Not applicable,Not applicable,22250.0,Unknown,Support,amount_written_as_negative
RF-58004,RF-58004,ORD523461,2025-02-05,Not applicable,Not applicable,3000.0,Changed mind,Support,amount_written_as_negative
RF-58011,RF-58011,ORD502158,2023-04-29,Not applicable,Not applicable,14400.0,Changed mind,Auto,No issues
RF-58026,RF-58026,ORD517982,2024-10-22,Not applicable,Not applicable,145200.0,Wrong size,Ops,No issues
RF-58035,RF-58035,ORD514871,2024-06-30,Not applicable,Not applicable,42000.0,Changed mind,Unknown,No issues
RF-58036,RF-58036,ORD524125,2025-03-29,Not applicable,Not applicable,9950.0,Wrong size,Support,amount_written_as_negative
RF-58039,RF-58039,ORD525622,2025-04-07,Not applicable,Not applicable,55000.0,Not as pictured,Unknown,amount_written_as_negative
RF-58061,RF-58061,ORD506508,2023-09-26,Not applicable,Not applicable,7500.0,Changed mind,Unknown,amount_written_as_negative
RF-58067,RF-58067,ORD504127,2023-06-30,Not applicable,Not applicable,4850.0,Wrong size,Auto,No issues
RF-58068,RF-58068,ORD524582,2025-03-21,Not applicable,Not applicable,148600.0,Wrong size,Support,amount_written_as_negative
RF-58069,RF-58069,ORD505593,2023-08-29,Not applicable,Not applicable,30200.0,Changed mind,Auto,No issues
RF-58089,RF-58089,ORD522261,2025-01-18,Not applicable,Not applicable,15200.0,Wrong size,Ops,amount_written_as_negative
RF-58101,RF-58101,ORD511172,2024-02-25,Not applicable,Not applicable,15500.0,Unknown,Support,amount_written_as_negative
RF-58120,RF-58120,ORD516740,2024-09-07,Not applicable,Not applicable,56500.0,Changed mind,Support,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-58127,RF-58127,ORD511901,2024-03-22,Not applicable,Not applicable,84600.0,Wrong size,Support,amount_written_as_negative
RF-58134,RF-58134,ORD512357,2024-04-16,Not applicable,Not applicable,22800.0,Unknown,Ops,No issues
RF-58182,RF-58182,ORD513807,2024-05-11,Not applicable,Not applicable,33100.0,Changed mind,Ops,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-58187,RF-58187,ORD501427,Unknown,2023-04-03,2023-03-04,29950.0,Wrong size,Ops,"refund_date_ambiguous,amount_written_as_negative"
RF-58197,RF-58197,ORD508719,2023-12-01,Not applicable,Not applicable,81800.0,Duplicate order,Support,refund_date_format_resolved_by_refund_window
RF-58201,RF-58201,ORD503611,2023-06-15,Not applicable,Not applicable,11300.0,Changed mind,Unknown,amount_written_as_negative
RF-58213,RF-58213,ORD510675,2024-01-19,Not applicable,Not applicable,114200.0,Unknown,Unknown,amount_written_as_negative
RF-58219,RF-58219,ORD511988,2024-03-27,Not applicable,Not applicable,4500.0,Wrong size,Support,No issues
RF-58236,RF-58236,ORD512194,2024-04-14,Not applicable,Not applicable,6250.0,Changed mind,Auto,amount_written_as_negative
RF-58239,RF-58239,ORD512889,2024-04-01,Not applicable,Not applicable,58800.0,Damaged,Unknown,refund_date_format_resolved_by_refund_window
RF-58242,RF-58242,ORD504147,2023-07-20,Not applicable,Not applicable,59000.0,Not as pictured,Support,No issues
RF-58252,RF-58252,ORD515271,2024-07-04,Not applicable,Not applicable,2600.0,Damaged,Support,No issues
RF-58256,RF-58256,ORD505212,2023-08-30,Not applicable,Not applicable,30200.0,Damaged,Unknown,amount_written_as_negative
RF-58261,RF-58261,ORD521462,2024-12-28,Not applicable,Not applicable,27300.0,Damaged,Support,amount_written_as_negative
RF-58263,RF-58263,ORD509982,2024-01-19,Not applicable,Not applicable,15700.0,Damaged,Unknown,amount_written_as_negative
RF-58267,RF-58267,ORD508005,2023-12-08,Not applicable,Not applicable,260000.0,Late delivery,Support,refund_date_format_resolved_by_refund_window
RF-58269,RF-58269,ORD516024,2024-07-21,Not applicable,Not applicable,117400.0,Unknown,Unknown,amount_written_as_negative
RF-58283,RF-58283,ORD507366,2023-12-06,Not applicable,Not applicable,114500.0,Wrong size,Support,No issues
RF-58284,RF-58284,ORD527900,2025-07-11,Not applicable,Not applicable,38200.0,Wrong size,Ops,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-58288,RF-58288-1,ORD507163,2023-11-01,Not applicable,Not applicable,110300.0,Damaged,Ops,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-58288,RF-58288-2,ORD504371,2023-07-10,Not applicable,Not applicable,122500.0,Wrong size,Auto,refund_id_shared_with_other_refunds
RF-58290,RF-58290,ORD522545,2025-01-10,Not applicable,Not applicable,57300.0,Damaged,Support,No issues
RF-58300,RF-58300,ORD516816,2024-09-08,Not applicable,Not applicable,12800.0,Not as pictured,Support,amount_written_as_negative
RF-58315,RF-58315,ORD525788,2025-05-11,Not applicable,Not applicable,13200.0,Unknown,Support,amount_written_as_negative
RF-58321,RF-58321,ORD502588,2023-04-26,Not applicable,Not applicable,205000.0,Changed mind,Support,No issues
RF-58325,RF-58325,ORD515916,2024-08-08,Not applicable,Not applicable,9100.0,Damaged,Unknown,amount_written_as_negative
RF-58332,RF-58332,ORD504077,2023-07-20,Not applicable,Not applicable,16600.0,Late delivery,Unknown,No issues
RF-58339,RF-58339,ORD506970,2023-11-14,Not applicable,Not applicable,2700.0,Duplicate order,Ops,No issues
RF-58356,RF-58356,ORD515198,2024-07-13,Not applicable,Not applicable,4800.0,Changed mind,Support,No issues
RF-58358,RF-58358,ORD523673,2025-03-08,Not applicable,Not applicable,15200.0,Wrong size,Unknown,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-58366,RF-58366,ORD523630,2025-03-03,Not applicable,Not applicable,173700.0,Late delivery,Support,No issues
RF-58375,RF-58375,ORD521410,2025-01-15,Not applicable,Not applicable,8700.0,Wrong size,Support,No issues
RF-58387,RF-58387,ORD509347,2024-01-10,Not applicable,Not applicable,5000.0,Duplicate order,Auto,No issues
RF-58416,RF-58416,ORD505756,2023-09-13,Not applicable,Not applicable,5100.0,Changed mind,Support,amount_written_as_negative
RF-58420,RF-58420-1,ORD516015,2024-08-17,Not applicable,Not applicable,25900.0,Not as pictured,Support,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-58420,RF-58420-2,ORD511507,2024-02-27,Not applicable,Not applicable,32400.0,Duplicate order,Unknown,refund_id_shared_with_other_refunds
RF-58421,RF-58421,ORD528114,2025-06-09,Not applicable,Not applicable,31200.0,Damaged,Support,amount_written_as_negative
RF-58457,RF-58457,ORD516975,2024-08-22,Not applicable,Not applicable,56100.0,Wrong size,Ops,amount_written_as_negative
RF-58466,RF-58466,ORD503341,2023-05-27,Not applicable,Not applicable,40600.0,Duplicate order,Unknown,No issues
RF-58481,RF-58481,ORD513666,2024-04-30,Not applicable,Not applicable,5450.0,Changed mind,Unknown,No issues
RF-58483,RF-58483,ORD527322,2025-05-14,Not applicable,Not applicable,5300.0,Duplicate order,Auto,No issues
RF-58484,RF-58484,ORD509398,2024-01-07,Not applicable,Not applicable,131500.0,Changed mind,Auto,No issues
RF-58488,RF-58488,ORD510762,2024-01-26,Not applicable,Not applicable,1950.0,Unknown,Auto,No issues
RF-58492,RF-58492-1,ORD509227,2023-12-22,Not applicable,Not applicable,112900.0,Wrong size,Support,refund_id_shared_with_other_refunds
RF-58492,RF-58492-2,ORD517216,2024-09-23,Not applicable,Not applicable,10600.0,Duplicate order,Unknown,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-58503,RF-58503,ORD507251,2023-11-30,Not applicable,Not applicable,30900.0,Changed mind,Ops,amount_written_as_negative
RF-58533,RF-58533,ORD514497,2024-06-07,Not applicable,Not applicable,114800.0,Unknown,Auto,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-58548,RF-58548,ORD508172,2023-12-12,Not applicable,Not applicable,7600.0,Damaged,Support,No issues
RF-58556,RF-58556,ORD521914,2025-01-27,Not applicable,Not applicable,64700.0,Changed mind,Ops,No issues
RF-58571,RF-58571,ORD509726,2024-01-20,Not applicable,Not applicable,82700.0,Changed mind,Auto,amount_written_as_negative
RF-58582,RF-58582,ORD504371,2023-07-22,Not applicable,Not applicable,15400.0,Changed mind,Unknown,amount_written_as_negative
RF-58610,RF-58610,ORD525467,2025-03-27,Not applicable,Not applicable,34800.0,Duplicate order,Unknown,No issues
RF-58611,RF-58611,ORD516491,2024-08-07,Not applicable,Not applicable,8650.0,Changed mind,Support,refund_exceeds_order_value
RF-58624,RF-58624,ORD500421,2023-02-06,Not applicable,Not applicable,4400.0,Changed mind,Support,amount_written_as_negative
RF-58637,RF-58637,ORD509501,2024-01-24,Not applicable,Not applicable,82700.0,Damaged,Support,No issues
RF-58676,RF-58676,ORD504040,2023-07-02,Not applicable,Not applicable,0.0,Wrong size,Auto,refund_date_format_resolved_by_refund_window
RF-58681,RF-58681,ORD525151,2025-04-28,Not applicable,Not applicable,56400.0,Damaged,Unknown,No issues
RF-58702,RF-58702,ORD504938,2023-09-04,Not applicable,Not applicable,6200.0,Damaged,Ops,No issues
RF-58734,RF-58734,ORD512062,2024-03-20,Not applicable,Not applicable,31400.0,Duplicate order,Ops,amount_written_as_negative
RF-58735,RF-58735,ORD525412,2025-04-19,Not applicable,Not applicable,14100.0,Damaged,Support,amount_written_as_negative
RF-58744,RF-58744,ORD508621,2023-12-23,Not applicable,Not applicable,14100.0,Wrong size,Unknown,amount_written_as_negative
RF-58789,RF-58789,ORD529018,2025-07-17,Not applicable,Not applicable,161200.0,Duplicate order,Support,amount_written_as_negative
RF-58794,RF-58794,ORD528914,2025-07-14,Not applicable,Not applicable,68100.0,Wrong size,Unknown,No issues
RF-58824,RF-58824,ORD516651,2024-08-13,Not applicable,Not applicable,73000.0,Damaged,Auto,No issues
RF-58842,RF-58842,ORD515605,2024-07-06,Not applicable,Not applicable,2700.0,Late delivery,Support,amount_written_as_negative
RF-58846,RF-58846,ORD521981,2024-12-28,Not applicable,Not applicable,113600.0,Damaged,Ops,No issues
RF-58864,RF-58864,ORD528610,2025-07-15,Not applicable,Not applicable,56600.0,Duplicate order,Support,amount_written_as_negative
RF-58882,RF-58882,ORD514172,2024-05-26,Not applicable,Not applicable,5000.0,Wrong size,Support,amount_written_as_negative
RF-58888,RF-58888,ORD505172,2023-08-10,Not applicable,Not applicable,5700.0,Unknown,Auto,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-58889,RF-58889,ORD515894,2024-07-12,Not applicable,Not applicable,61400.0,Unknown,Support,amount_written_as_negative
RF-58903,RF-58903,ORD523561,2025-03-06,Not applicable,Not applicable,57900.0,Changed mind,Ops,No issues
RF-58906,RF-58906,ORD510101,2024-01-31,Not applicable,Not applicable,59400.0,Late delivery,Ops,No issues
RF-58913,RF-58913,ORD517681,2024-10-03,Not applicable,Not applicable,16200.0,Changed mind,Auto,amount_written_as_negative
RF-58914,RF-58914,ORD501781,2023-04-07,Not applicable,Not applicable,101200.0,Late delivery,Ops,refund_exceeds_order_value
RF-58928,RF-58928,ORD513361,2024-04-15,Not applicable,Not applicable,2250.0,Damaged,Ops,No issues
RF-58949,RF-58949,ORD503842,2023-07-23,Not applicable,Not applicable,77000.0,Damaged,Ops,No issues
RF-58980,RF-58980,ORD510116,Unknown,2024-02-01,2024-01-02,46800.0,Late delivery,Unknown,"refund_date_ambiguous,amount_written_as_negative"
RF-58994,RF-58994,ORD522233,2025-01-30,Not applicable,Not applicable,9750.0,Damaged,Unknown,amount_written_as_negative
RF-59006,RF-59006,ORD518751,2024-11-23,Not applicable,Not applicable,4800.0,Changed mind,Auto,No issues
RF-59039,RF-59039,ORD513103,2024-04-19,Not applicable,Not applicable,59500.0,Unknown,Ops,No issues
RF-59041,RF-59041,ORD528897,2025-07-06,Not applicable,Not applicable,32750.0,Damaged,Support,No issues
