timesheet_id,booking_id,crew_id,work_date,hours_worked,role_on_job,day_rate_charged_ngn,overtime,approved_by,dq_flags
8703,BK-02298,CR-00110,2024-06-30,6.0,Camera Operator,120000.0,False,Unknown,No issues
8704,BK-02299,CR-00107,2024-06-30,8.0,Editor,186000.0,False,Tunde Adeyemi,No issues
8705,BK-02299,CR-00107,2024-07-01,8.0,Editor,124000.0,False,Ops Manager,No issues
8706,BK-02299,CR-00045,2024-06-30,9.0,Gaffer,156000.0,False,Tunde Adeyemi,No issues
8707,BK-02299,CR-00045,2024-07-01,12.0,Gaffer,156000.0,False,Tunde Adeyemi,No issues
8708,BK-02299,CR-00007,2024-06-30,8.0,Colorist,271000.0,False,Unknown,No issues
8709,BK-02299,CR-00007,2024-07-01,8.0,Colorist,Unknown,False,Unknown,day_rate_missing
8710,BK-02299,CR-00052,2024-06-30,12.0,Sound Recordist,172500.0,False,Tunde Adeyemi,No issues
8711,BK-02299,CR-00052,2024-07-01,Unknown,Sound Recordist,Unknown,False,Ngozi Okafor,"hours_missing,day_rate_missing"
8712,BK-02299,CR-00125,2024-06-30,10.0,Art Director,102500.0,False,Ngozi Okafor,No issues
8713,BK-02299,CR-00125,2024-07-01,6.0,Art Director,205000.0,False,Ngozi Okafor,No issues
8714,BK-02299,CR-00012,2024-06-30,8.0,Production Assistant,13500.0,False,Tunde Adeyemi,No issues
8715,BK-02299,CR-00012,2024-07-01,8.0,Production Assistant,27000.0,False,Ngozi Okafor,No issues
8716,BK-02299,CR-00005,2024-06-30,8.0,Editor,149000.0,False,Unknown,No issues
8717,BK-02299,CR-00005,2024-07-01,Unknown,Editor,223500.0,True,Tunde Adeyemi,hours_worked_26h_impossible_blanked
8718,BK-02299,CR-00014,2024-06-30,12.0,Gaffer,195000.0,False,Tunde Adeyemi,No issues
8719,BK-02299,CR-00014,2024-07-01,12.0,Gaffer,65000.0,False,Ngozi Okafor,No issues
8720,BK-02300,CR-00007,2024-06-30,8.0,Colorist,271000.0,False,Tunde Adeyemi,No issues
8721,BK-02300,CR-00007,2024-07-01,12.0,Colorist,271000.0,False,Ngozi Okafor,No issues
8722,BK-02300,CR-00005,2024-06-30,8.0,Editor,223500.0,False,Tunde Adeyemi,No issues
8723,BK-02300,CR-00005,2024-07-01,Unknown,Editor,223500.0,True,Unknown,hours_missing
8724,BK-02300,CR-00115,2024-06-30,8.0,Editor,176000.0,False,Ops Manager,No issues
8725,BK-02300,CR-00115,2024-07-01,10.0,Editor,88000.0,False,Ngozi Okafor,No issues
8726,BK-02300,CR-00076,2024-06-30,10.0,Editor,212000.0,False,Tunde Adeyemi,role_filled_from_crew_roster
8727,BK-02300,CR-00076,2024-07-01,12.0,Editor,106000.0,False,Ngozi Okafor,No issues
8728,BK-02301,CR-00073,2024-06-30,9.0,Drone Operator,Unknown,False,Ngozi Okafor,day_rate_missing
8729,BK-02301,CR-00006,2024-06-30,10.0,Grip,99000.0,False,Ops Manager,No issues
8730,BK-02301,CR-00117,2024-06-30,10.0,Editor,132000.0,False,Tunde Adeyemi,No issues
8731,BK-02301,CR-00024,2024-06-30,Unknown,Editor,185000.0,False,Ops Manager,hours_missing
8732,BK-02302,CR-00026,2024-07-01,9.0,Gaffer,213000.0,False,Ngozi Okafor,No issues
8733,BK-02302,CR-00051,2024-07-01,6.0,Colorist,169000.0,False,Unknown,No issues
8734,BK-02302,CR-00013,2024-07-01,8.0,Director of Photography,410000.0,False,Ngozi Okafor,No issues
8735,BK-02302,CR-00017,2024-07-01,10.0,Editor,89000.0,False,Tunde Adeyemi,No issues
8736,BK-02302,CR-00134,2024-07-01,12.0,Director of Photography,169500.0,False,Ngozi Okafor,No issues
8737,BK-02304,CR-00102,2024-07-02,14.0,Editor,210000.0,True,Unknown,hours_above_12h_cap
8738,BK-02304,CR-00020,2024-07-02,8.0,Drone Operator,143000.0,False,Tunde Adeyemi,No issues
8739,BK-02304,CR-00010,2024-07-02,Unknown,Gaffer,53500.0,False,Tunde Adeyemi,hours_missing
8740,BK-02304,CR-00104,2024-07-02,8.0,Art Director,175500.0,False,Unknown,No issues
8741,BK-02304,CR-00070,2024-07-02,10.0,Camera Operator,160000.0,False,Ngozi Okafor,No issues
8742,BK-02304,CR-00040,2024-07-02,8.0,Gaffer,Unknown,False,Ngozi Okafor,day_rate_missing
8743,BK-02304,CR-00078,2024-07-02,8.0,Sound Recordist,127000.0,False,Ops Manager,No issues
8744,BK-02304,CR-00105,2024-07-02,9.0,Gaffer,72000.0,False,Tunde Adeyemi,No issues
8745,BK-02305,CR-00044,2024-07-02,12.0,Camera Operator,57000.0,False,Ops Manager,No issues
8746,BK-02305,CR-00038,2024-07-02,8.0,Art Director,137000.0,False,Tunde Adeyemi,role_filled_from_crew_roster
8747,BK-02305,CR-00083,2024-07-02,10.0,Gaffer,Unknown,False,Unknown,day_rate_missing
8748,BK-02305,CR-00022,2024-07-02,9.0,Sound Recordist,41000.0,False,Unknown,No issues
8749,BK-02305,CR-00042,2024-07-02,14.0,Director of Photography,339000.0,True,Unknown,hours_above_12h_cap
8750,BK-02305,CR-00013,2024-07-02,8.0,Director of Photography,205000.0,False,Ops Manager,No issues
8751,BK-02305,CR-00017,2024-07-02,9.0,Editor,178000.0,False,Ngozi Okafor,No issues
8752,BK-02305,CR-00009,2024-07-02,8.0,Drone Operator,142000.0,False,Tunde Adeyemi,No issues
8753,BK-02306,CR-00011,2024-07-02,9.0,Production Assistant,12500.0,False,Ngozi Okafor,role_filled_from_crew_roster
8754,BK-02306,CR-00011,2024-07-03,10.0,Production Assistant,12500.0,False,Tunde Adeyemi,No issues
8755,BK-02306,CR-00011,2024-07-04,9.0,Production Assistant,Unknown,False,Tunde Adeyemi,day_rate_missing
8756,BK-02306,CR-00011,2024-07-05,10.0,Production Assistant,12500.0,False,Ngozi Okafor,No issues
8757,BK-02306,CR-00039,2024-07-02,8.0,Editor,215000.0,False,Ngozi Okafor,No issues
8758,BK-02306,CR-00039,2024-07-03,9.0,Editor,215000.0,False,Unknown,No issues
8759,BK-02306,CR-00039,2024-07-04,12.0,Editor,107500.0,False,Ops Manager,No issues
8760,BK-02306,CR-00039,2024-07-05,9.0,Editor,322500.0,False,Tunde Adeyemi,No issues
8761,BK-02306,CR-00118,2024-07-02,9.0,Drone Operator,146000.0,False,Unknown,No issues
8762,BK-02306,CR-00118,2024-07-03,9.0,Drone Operator,146000.0,False,Unknown,role_filled_from_crew_roster
8763,BK-02306,CR-00118,2024-07-04,8.0,Drone Operator,146000.0,False,Ngozi Okafor,No issues
8764,BK-02306,CR-00118,2024-07-05,9.0,Drone Operator,146000.0,False,Ngozi Okafor,No issues
8765,BK-02306,CR-00104,2024-07-02,10.0,Art Director,175500.0,False,Tunde Adeyemi,No issues
8766,BK-02306,CR-00104,2024-07-03,8.0,Art Director,175500.0,False,Unknown,No issues
8767,BK-02306,CR-00104,2024-07-04,10.0,Art Director,58500.0,False,Tunde Adeyemi,No issues
8768,BK-02306,CR-00104,2024-07-05,8.0,Art Director,175500.0,False,Tunde Adeyemi,No issues
8769,BK-02306,CR-00132,2024-07-02,6.0,Director of Photography,Unknown,False,Ngozi Okafor,day_rate_missing
8770,BK-02306,CR-00132,2024-07-03,8.0,Director of Photography,220000.0,False,Ngozi Okafor,No issues
8772,BK-02306,CR-00132,2024-07-05,10.0,Director of Photography,330000.0,False,Ngozi Okafor,No issues
8773,BK-02306,CR-00065,2024-07-02,12.0,Production Assistant,40000.0,False,Ops Manager,No issues
8774,BK-02306,CR-00065,2024-07-03,8.0,Production Assistant,40000.0,False,Ngozi Okafor,No issues
8775,BK-02306,CR-00065,2024-07-04,12.0,Production Assistant,40000.0,False,Unknown,No issues
8776,BK-02306,CR-00065,2024-07-05,14.0,Production Assistant,40000.0,True,Unknown,hours_above_12h_cap
8777,BK-02306,CR-00066,2024-07-02,8.0,Camera Operator,154000.0,False,Ngozi Okafor,No issues
8778,BK-02306,CR-00066,2024-07-03,8.0,Camera Operator,231000.0,False,Tunde Adeyemi,No issues
8779,BK-02306,CR-00066,2024-07-04,8.0,Camera Operator,154000.0,False,Ngozi Okafor,No issues
8780,BK-02306,CR-00066,2024-07-05,10.0,Camera Operator,154000.0,False,Unknown,role_filled_from_crew_roster
8781,BK-02306,CR-00081,2024-07-02,14.0,Colorist,92000.0,True,Tunde Adeyemi,hours_above_12h_cap
8782,BK-02306,CR-00081,2024-07-03,12.0,Colorist,92000.0,False,Ngozi Okafor,No issues
8783,BK-02306,CR-00081,2024-07-04,Unknown,Colorist,184000.0,False,Tunde Adeyemi,hours_missing
8784,BK-02306,CR-00081,2024-07-05,8.0,Colorist,92000.0,False,Tunde Adeyemi,No issues
8785,BK-02307,CR-00121,2024-07-04,14.0,Art Director,153000.0,True,Ngozi Okafor,hours_above_12h_cap
8786,BK-02307,CR-00121,2024-07-05,9.0,Art Director,153000.0,False,Ngozi Okafor,No issues
8787,BK-02307,CR-00075,2024-07-04,6.0,Grip,81000.0,False,Ops Manager,No issues
8788,BK-02307,CR-00075,2024-07-05,Unknown,Grip,81000.0,False,Ngozi Okafor,hours_missing
8789,BK-02307,CR-00013,2024-07-04,8.0,Director of Photography,410000.0,False,Ngozi Okafor,No issues
8790,BK-02307,CR-00013,2024-07-05,8.0,Director of Photography,205000.0,False,Ngozi Okafor,role_filled_from_crew_roster
8791,BK-02308,CR-00126,2024-07-04,12.0,Colorist,167000.0,False,Tunde Adeyemi,No issues
8792,BK-02308,CR-00112,2024-07-04,6.0,Sound Recordist,87000.0,False,Tunde Adeyemi,No issues
8793,BK-02308,CR-00011,2024-07-04,10.0,Production Assistant,37500.0,False,Tunde Adeyemi,No issues
8794,BK-02308,CR-00051,2024-07-04,12.0,Colorist,169000.0,False,Ngozi Okafor,No issues
8795,BK-02309,CR-00033,2024-07-04,10.0,Art Director,202500.0,False,Ops Manager,No issues
8796,BK-02309,CR-00033,2024-07-05,8.0,Art Director,67500.0,False,Ngozi Okafor,No issues
8797,BK-02309,CR-00033,2024-07-06,8.0,Art Director,135000.0,False,Ngozi Okafor,No issues
8798,BK-02309,CR-00033,2024-07-07,12.0,Art Director,135000.0,False,Tunde Adeyemi,No issues
8799,BK-02309,CR-00063,2024-07-04,9.0,Grip,32000.0,False,Ops Manager,No issues
8801,BK-02309,CR-00063,2024-07-06,9.0,Grip,96000.0,False,Ngozi Okafor,No issues
8802,BK-02309,CR-00063,2024-07-07,8.0,Grip,64000.0,False,Tunde Adeyemi,No issues
8803,BK-02309,CR-00013,2024-07-04,10.0,Director of Photography,410000.0,False,Ops Manager,No issues
8804,BK-02309,CR-00013,2024-07-05,6.0,Director of Photography,205000.0,False,Tunde Adeyemi,No issues
8805,BK-02309,CR-00013,2024-07-06,9.0,Director of Photography,410000.0,False,Unknown,No issues
8806,BK-02309,CR-00013,2024-07-07,9.0,Director of Photography,615000.0,False,Tunde Adeyemi,No issues
8807,BK-02309,CR-00061,2024-07-04,6.0,Director of Photography,410000.0,False,Unknown,No issues
8808,BK-02309,CR-00061,2024-07-05,8.0,Director of Photography,410000.0,False,Tunde Adeyemi,No issues
8809,BK-02309,CR-00061,2024-07-06,Unknown,Director of Photography,410000.0,True,Unknown,hours_missing
8810,BK-02309,CR-00061,2024-07-07,8.0,Director of Photography,410000.0,False,Ngozi Okafor,No issues
8811,BK-02309,CR-00122,2024-07-04,14.0,Editor,219000.0,True,Ops Manager,hours_above_12h_cap
8812,BK-02309,CR-00122,2024-07-05,8.0,Editor,219000.0,False,Ngozi Okafor,No issues
8813,BK-02309,CR-00122,2024-07-06,9.0,Editor,Unknown,False,Ops Manager,day_rate_missing
8814,BK-02309,CR-00122,2024-07-07,8.0,Editor,328500.0,False,Tunde Adeyemi,No issues
8815,BK-02309,CR-00048,2024-07-04,8.0,Camera Operator,156000.0,False,Tunde Adeyemi,No issues
8816,BK-02309,CR-00048,2024-07-05,12.0,Camera Operator,156000.0,False,Ops Manager,No issues
8817,BK-02309,CR-00048,2024-07-06,10.0,Camera Operator,104000.0,False,Tunde Adeyemi,No issues
8818,BK-02309,CR-00048,2024-07-07,8.0,Camera Operator,104000.0,False,Unknown,No issues
8819,BK-02311,CR-00125,2024-07-05,8.0,Art Director,205000.0,False,Ngozi Okafor,No issues
8820,BK-02311,CR-00105,2024-07-05,12.0,Gaffer,108000.0,False,Unknown,No issues
8821,BK-02312,CR-00136,2024-07-06,10.0,Camera Operator,229500.0,False,Ngozi Okafor,No issues
8822,BK-02312,CR-00014,2024-07-06,8.0,Gaffer,130000.0,False,Unknown,No issues
8823,BK-02312,CR-00057,2024-07-06,10.0,Colorist,267000.0,False,Unknown,No issues
8824,BK-02312,CR-00075,2024-07-06,10.0,Grip,81000.0,False,Ops Manager,No issues
8825,BK-02312,CR-00135,2024-07-06,8.0,Director of Photography,221500.0,False,Tunde Adeyemi,No issues
8826,BK-02312,CR-00084,2024-07-06,10.0,Editor,82500.0,False,Unknown,No issues
8827,BK-02312,CR-00025,2024-07-06,10.0,Grip,61000.0,False,Ops Manager,No issues
8828,BK-02312,CR-00115,2024-07-06,9.0,Editor,176000.0,False,Tunde Adeyemi,No issues
8829,BK-02313,CR-00121,2024-07-07,Unknown,Art Director,153000.0,True,Unknown,hours_worked_26h_impossible_blanked
8830,BK-02313,CR-00101,2024-07-07,8.0,Drone Operator,94000.0,False,Ops Manager,No issues
8831,BK-02313,CR-00078,2024-07-07,10.0,Sound Recordist,190500.0,False,Ops Manager,No issues
8832,BK-02313,CR-00120,2024-07-07,8.0,Gaffer,140000.0,False,Tunde Adeyemi,No issues
8833,BK-02313,CR-00086,2024-07-07,12.0,Director of Photography,199000.0,False,Ngozi Okafor,No issues
8834,BK-02314,CR-00002,2024-07-08,10.0,Grip,76000.0,False,Ngozi Okafor,No issues
8835,BK-02314,CR-00100,2024-07-08,10.0,Camera Operator,Unknown,False,Tunde Adeyemi,day_rate_missing
8836,BK-02315,CR-00051,2024-07-08,6.0,Colorist,84500.0,False,Tunde Adeyemi,No issues
8837,BK-02315,CR-00070,2024-07-08,12.0,Camera Operator,160000.0,False,Ngozi Okafor,No issues
8838,BK-02315,CR-00033,2024-07-08,6.0,Art Director,202500.0,False,Ngozi Okafor,No issues
8839,BK-02315,CR-00026,2024-07-08,10.0,Gaffer,Unknown,False,Tunde Adeyemi,day_rate_missing
8840,BK-02315,CR-00124,2024-07-08,10.0,Production Assistant,73500.0,False,Unknown,No issues
8841,BK-02315,CR-00030,2024-07-08,14.0,Director of Photography,447000.0,True,Unknown,hours_above_12h_cap
8842,BK-02315,CR-00011,2024-07-08,9.0,Production Assistant,37500.0,False,Ops Manager,No issues
8843,BK-02315,CR-00108,2024-07-08,Unknown,Editor,154000.0,False,Tunde Adeyemi,hours_missing
8844,BK-02315,CR-00025,2024-07-08,10.0,Grip,61000.0,False,Ngozi Okafor,No issues
8845,BK-02315,CR-00046,2024-07-08,6.0,Director of Photography,368000.0,False,Ngozi Okafor,No issues
8846,BK-02315,CR-00126,2024-07-08,8.0,Colorist,250500.0,False,Tunde Adeyemi,No issues
8847,BK-02315,CR-00053,2024-07-08,8.0,Colorist,306000.0,False,Ngozi Okafor,No issues
8848,BK-02316,CR-00016,2024-07-08,10.0,Drone Operator,Unknown,False,Tunde Adeyemi,"day_rate_missing,role_filled_from_crew_roster"
8849,BK-02316,CR-00005,2024-07-08,8.0,Editor,149000.0,False,Ops Manager,No issues
8850,BK-02317,CR-00058,2024-07-08,12.0,Drone Operator,170000.0,False,Unknown,No issues
8851,BK-02317,CR-00013,2024-07-08,12.0,Director of Photography,410000.0,False,Tunde Adeyemi,No issues
8852,BK-02318,CR-00005,2024-07-09,8.0,Editor,223500.0,False,Ngozi Okafor,role_filled_from_crew_roster
8853,BK-02318,CR-00005,2024-07-10,8.0,Editor,223500.0,False,Ngozi Okafor,role_filled_from_crew_roster
8854,BK-02318,CR-00005,2024-07-11,10.0,Editor,74500.0,False,Tunde Adeyemi,No issues
8855,BK-02318,CR-00043,2024-07-09,12.0,Colorist,140000.0,False,Ngozi Okafor,No issues
8856,BK-02318,CR-00043,2024-07-10,10.0,Colorist,140000.0,False,Ngozi Okafor,No issues
8857,BK-02318,CR-00043,2024-07-11,9.0,Colorist,280000.0,False,Tunde Adeyemi,No issues
8858,BK-02318,CR-00115,2024-07-09,9.0,Editor,88000.0,False,Ops Manager,No issues
8860,BK-02318,CR-00115,2024-07-11,10.0,Editor,176000.0,False,Unknown,No issues
8861,BK-02319,CR-00041,2024-07-09,Unknown,Colorist,136500.0,True,Unknown,hours_worked_26h_impossible_blanked
8862,BK-02319,CR-00041,2024-07-10,12.0,Colorist,273000.0,False,Ngozi Okafor,No issues
8863,BK-02319,CR-00129,2024-07-09,8.0,Camera Operator,171000.0,False,Ngozi Okafor,No issues
8864,BK-02319,CR-00129,2024-07-10,6.0,Camera Operator,85500.0,False,Ngozi Okafor,No issues
8865,BK-02319,CR-00003,2024-07-09,14.0,Grip,49000.0,True,Ngozi Okafor,hours_above_12h_cap
8866,BK-02319,CR-00003,2024-07-10,9.0,Grip,73500.0,False,Ngozi Okafor,No issues
8867,BK-02319,CR-00043,2024-07-09,8.0,Colorist,280000.0,False,Ops Manager,No issues
8868,BK-02319,CR-00043,2024-07-10,8.0,Colorist,280000.0,False,Unknown,No issues
8869,BK-02319,CR-00094,2024-07-09,8.0,Editor,261000.0,False,Ngozi Okafor,No issues
8870,BK-02319,CR-00094,2024-07-10,8.0,Editor,87000.0,False,Unknown,No issues
8871,BK-02319,CR-00091,2024-07-09,10.0,Drone Operator,119000.0,False,Ngozi Okafor,No issues
8872,BK-02319,CR-00091,2024-07-10,9.0,Drone Operator,Unknown,False,Ops Manager,day_rate_missing
8873,BK-02319,CR-00106,2024-07-09,8.0,Editor,144000.0,False,Tunde Adeyemi,No issues
8874,BK-02319,CR-00106,2024-07-10,14.0,Editor,216000.0,True,Tunde Adeyemi,hours_above_12h_cap
8875,BK-02319,CR-00065,2024-07-09,12.0,Production Assistant,20000.0,False,Ngozi Okafor,No issues
8876,BK-02319,CR-00065,2024-07-10,8.0,Production Assistant,20000.0,False,Tunde Adeyemi,No issues
8877,BK-02319,CR-00017,2024-07-09,14.0,Editor,267000.0,True,Ops Manager,hours_above_12h_cap
8878,BK-02319,CR-00017,2024-07-10,10.0,Editor,178000.0,False,Tunde Adeyemi,No issues
8879,BK-02319,CR-00098,2024-07-09,8.0,Art Director,88500.0,False,Tunde Adeyemi,No issues
8880,BK-02319,CR-00098,2024-07-10,8.0,Art Director,177000.0,False,Unknown,role_filled_from_crew_roster
8881,BK-02319,CR-00030,2024-07-09,8.0,Director of Photography,670500.0,False,Unknown,No issues
8882,BK-02319,CR-00030,2024-07-10,14.0,Director of Photography,447000.0,True,Ngozi Okafor,hours_above_12h_cap
8883,BK-02319,CR-00124,2024-07-09,10.0,Production Assistant,24500.0,False,Ngozi Okafor,role_filled_from_crew_roster
8884,BK-02319,CR-00124,2024-07-10,10.0,Production Assistant,49000.0,False,Ngozi Okafor,No issues
8885,BK-02320,CR-00010,2024-07-09,9.0,Gaffer,53500.0,False,Ngozi Okafor,No issues
8886,BK-02320,CR-00010,2024-07-10,8.0,Gaffer,160500.0,False,Ngozi Okafor,role_filled_from_crew_roster
8887,BK-02320,CR-00031,2024-07-09,10.0,Grip,87000.0,False,Ngozi Okafor,No issues
8888,BK-02320,CR-00031,2024-07-10,8.0,Grip,Unknown,False,Ngozi Okafor,day_rate_missing
8889,BK-02320,CR-00097,2024-07-09,12.0,Editor,162000.0,False,Tunde Adeyemi,role_filled_from_crew_roster
8890,BK-02320,CR-00097,2024-07-10,8.0,Editor,108000.0,False,Ngozi Okafor,No issues
8891,BK-02320,CR-00101,2024-07-09,9.0,Drone Operator,188000.0,False,Unknown,No issues
8892,BK-02320,CR-00101,2024-07-10,10.0,Drone Operator,94000.0,False,Ngozi Okafor,No issues
8893,BK-02320,CR-00077,2024-07-09,8.0,Art Director,196000.0,False,Tunde Adeyemi,No issues
8894,BK-02320,CR-00077,2024-07-10,9.0,Art Director,196000.0,False,Unknown,No issues
8895,BK-02320,CR-00120,2024-07-09,8.0,Gaffer,140000.0,False,Ngozi Okafor,No issues
8896,BK-02320,CR-00120,2024-07-10,10.0,Gaffer,140000.0,False,Ngozi Okafor,role_filled_from_crew_roster
8897,BK-02320,CR-00072,2024-07-09,10.0,Sound Recordist,120000.0,False,Ops Manager,No issues
8898,BK-02320,CR-00072,2024-07-10,8.0,Sound Recordist,120000.0,False,Ngozi Okafor,No issues
8900,BK-02320,CR-00047,2024-07-10,9.0,Art Director,57500.0,False,Ngozi Okafor,No issues
8901,BK-02321,CR-00061,2024-07-09,Unknown,Director of Photography,Unknown,False,Ngozi Okafor,"hours_missing,day_rate_missing"
8902,BK-02321,CR-00061,2024-07-10,8.0,Director of Photography,410000.0,False,Ngozi Okafor,No issues
8903,BK-02321,CR-00018,2024-07-09,10.0,Drone Operator,230000.0,False,Tunde Adeyemi,No issues
8904,BK-02321,CR-00018,2024-07-10,10.0,Drone Operator,230000.0,False,Tunde Adeyemi,No issues
8905,BK-02321,CR-00014,2024-07-09,12.0,Gaffer,Unknown,False,Ops Manager,day_rate_missing
8906,BK-02321,CR-00014,2024-07-10,6.0,Gaffer,Unknown,False,Tunde Adeyemi,day_rate_missing
8907,BK-02321,CR-00079,2024-07-09,8.0,Sound Recordist,222000.0,False,Unknown,No issues
8908,BK-02321,CR-00079,2024-07-10,12.0,Sound Recordist,148000.0,False,Tunde Adeyemi,No issues
8909,BK-02321,CR-00059,2024-07-09,Unknown,Sound Recordist,Unknown,False,Ngozi Okafor,"hours_missing,day_rate_missing"
8910,BK-02321,CR-00059,2024-07-10,10.0,Sound Recordist,67000.0,False,Unknown,No issues
8911,BK-02322,CR-00085,2024-07-10,10.0,Gaffer,68500.0,False,Tunde Adeyemi,No issues
8912,BK-02322,CR-00066,2024-07-10,8.0,Camera Operator,77000.0,False,Ngozi Okafor,No issues
8913,BK-02322,CR-00131,2024-07-10,14.0,Director of Photography,295000.0,True,Ngozi Okafor,hours_above_12h_cap
8914,BK-02322,CR-00012,2024-07-10,9.0,Production Assistant,27000.0,False,Ngozi Okafor,No issues
8915,BK-02322,CR-00036,2024-07-10,8.0,Sound Recordist,Unknown,False,Tunde Adeyemi,day_rate_missing
8916,BK-02322,CR-00135,2024-07-10,9.0,Director of Photography,443000.0,False,Ngozi Okafor,No issues
8917,BK-02323,CR-00035,2024-07-10,10.0,Art Director,115000.0,False,Ngozi Okafor,role_filled_from_crew_roster
8918,BK-02323,CR-00081,2024-07-10,10.0,Colorist,92000.0,False,Tunde Adeyemi,No issues
8919,BK-02323,CR-00138,2024-07-10,Unknown,Gaffer,213000.0,False,Ngozi Okafor,"hours_missing,role_filled_from_crew_roster"
8920,BK-02323,CR-00085,2024-07-10,8.0,Gaffer,137000.0,False,Tunde Adeyemi,No issues
8921,BK-02323,CR-00113,2024-07-10,12.0,Gaffer,106000.0,False,Tunde Adeyemi,No issues
8922,BK-02324,CR-00059,2024-07-10,Unknown,Sound Recordist,134000.0,False,Ngozi Okafor,hours_missing
8923,BK-02324,CR-00129,2024-07-10,8.0,Camera Operator,171000.0,False,Ngozi Okafor,No issues
8924,BK-02324,CR-00112,2024-07-10,12.0,Sound Recordist,87000.0,False,Tunde Adeyemi,No issues
8925,BK-02324,CR-00009,2024-07-10,8.0,Drone Operator,142000.0,False,Unknown,No issues
8926,BK-02324,CR-00019,2024-07-10,12.0,Camera Operator,262500.0,False,Tunde Adeyemi,No issues
8927,BK-02324,CR-00074,2024-07-10,Unknown,Camera Operator,174000.0,False,Ngozi Okafor,hours_missing
8928,BK-02325,CR-00125,2024-07-11,12.0,Art Director,102500.0,False,Ops Manager,No issues
8929,BK-02325,CR-00125,2024-07-12,10.0,Art Director,205000.0,False,Ngozi Okafor,No issues
8930,BK-02325,CR-00006,2024-07-11,12.0,Grip,99000.0,False,Tunde Adeyemi,No issues
8931,BK-02325,CR-00006,2024-07-12,8.0,Grip,66000.0,False,Ops Manager,No issues
8932,BK-02325,CR-00025,2024-07-11,Unknown,Grip,30500.0,False,Tunde Adeyemi,hours_missing
8933,BK-02325,CR-00025,2024-07-12,9.0,Grip,91500.0,False,Unknown,No issues
8934,BK-02326,CR-00019,2024-07-11,9.0,Camera Operator,Unknown,False,Tunde Adeyemi,day_rate_missing
8935,BK-02326,CR-00045,2024-07-11,10.0,Gaffer,Unknown,False,Ops Manager,day_rate_missing
8936,BK-02326,CR-00071,2024-07-11,8.0,Director of Photography,223500.0,False,Ngozi Okafor,No issues
8937,BK-02328,CR-00137,2024-07-11,9.0,Drone Operator,235000.0,False,Ngozi Okafor,No issues
8938,BK-02328,CR-00041,2024-07-11,6.0,Colorist,409500.0,False,Ngozi Okafor,No issues
8939,BK-02328,CR-00017,2024-07-11,10.0,Editor,89000.0,False,Tunde Adeyemi,No issues
8940,BK-02328,CR-00110,2024-07-11,14.0,Camera Operator,180000.0,True,Unknown,hours_above_12h_cap
8941,BK-02328,CR-00094,2024-07-11,12.0,Editor,174000.0,False,Ngozi Okafor,No issues
8942,BK-02328,CR-00028,2024-07-11,Unknown,Colorist,430500.0,False,Tunde Adeyemi,hours_missing
8943,BK-02329,CR-00114,2024-07-11,9.0,Colorist,292500.0,False,Unknown,No issues
8944,BK-02329,CR-00054,2024-07-11,10.0,Gaffer,160500.0,False,Unknown,No issues
8945,BK-02329,CR-00008,2024-07-11,14.0,Art Director,126000.0,True,Unknown,hours_above_12h_cap
8946,BK-02329,CR-00035,2024-07-11,8.0,Art Director,115000.0,False,Tunde Adeyemi,No issues
8947,BK-02329,CR-00115,2024-07-11,6.0,Editor,Unknown,False,Unknown,day_rate_missing
8948,BK-02330,CR-00115,2024-07-12,12.0,Editor,264000.0,False,Ngozi Okafor,No issues
8949,BK-02330,CR-00115,2024-07-13,9.0,Editor,88000.0,False,Tunde Adeyemi,No issues
8950,BK-02330,CR-00115,2024-07-14,10.0,Editor,176000.0,False,Tunde Adeyemi,No issues
8951,BK-02330,CR-00085,2024-07-12,12.0,Gaffer,68500.0,False,Tunde Adeyemi,No issues
8952,BK-02330,CR-00085,2024-07-13,6.0,Gaffer,137000.0,False,Tunde Adeyemi,No issues
8954,BK-02330,CR-00100,2024-07-12,12.0,Camera Operator,62000.0,False,Tunde Adeyemi,No issues
8955,BK-02330,CR-00100,2024-07-13,10.0,Camera Operator,186000.0,False,Ngozi Okafor,role_filled_from_crew_roster
8956,BK-02330,CR-00100,2024-07-14,10.0,Camera Operator,62000.0,False,Tunde Adeyemi,No issues
8957,BK-02330,CR-00109,2024-07-12,12.0,Sound Recordist,128000.0,False,Tunde Adeyemi,No issues
8958,BK-02330,CR-00109,2024-07-13,8.0,Sound Recordist,128000.0,False,Ngozi Okafor,No issues
8959,BK-02330,CR-00109,2024-07-14,8.0,Sound Recordist,128000.0,False,Ops Manager,No issues
8960,BK-02330,CR-00026,2024-07-12,8.0,Gaffer,142000.0,False,Ngozi Okafor,No issues
8961,BK-02330,CR-00026,2024-07-13,8.0,Gaffer,142000.0,False,Tunde Adeyemi,role_filled_from_crew_roster
8962,BK-02330,CR-00026,2024-07-14,12.0,Gaffer,142000.0,False,Tunde Adeyemi,role_filled_from_crew_roster
8963,BK-02330,CR-00103,2024-07-12,9.0,Sound Recordist,62500.0,False,Ngozi Okafor,No issues
8964,BK-02330,CR-00103,2024-07-13,12.0,Sound Recordist,Unknown,False,Ops Manager,day_rate_missing
8965,BK-02330,CR-00103,2024-07-14,10.0,Sound Recordist,125000.0,False,Ngozi Okafor,No issues
8966,BK-02330,CR-00095,2024-07-12,9.0,Colorist,281000.0,False,Tunde Adeyemi,No issues
